question,product_description,image_url,label
Does it work??,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Does this ouija board actually connect to the ghost realm please say the truth or is it only a game???,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
How much does cost shipping to Slovenia?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is it real and do I move it or someone else? 8 need to know from the seller please!,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is this real?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Does the ouija board actuually work?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is it really made out of wood or cardboard?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Does this really work? I've been into the occult and the supernatural/paranormal for as long as I can remember. Im confused if it's real or fake..,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
can kids under 11 use it,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is this new still in plastic never been used?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is this even safe?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
How much is shipping,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Does this really work?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
why is it saying pegs and pop o matic,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is it cordless? Or does it come with the plug?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
What size or dimensions of board ?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
And does it work? I've been watching this one guy do ouija board videos and I'm curious,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Please give me a good answer does it work does it move by itself,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
is the board a single solid piece or is it folded cardboard?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is this actually a safe way to connect with spirits and why can't I play alone,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is the board wood?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Does the board come with instructions?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
"What's with the warning of chocking hazzard and small parts?  and what is up with the product description of ""with pop-o-matic die roller""?",Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
it is made by wood ?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is the board made of wood and not paper?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
does this actually work?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Does this come,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
does it come with the box,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Ive heard creepy stories about this game. Whats the most unusu thing you've seen while playing this game?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Can u send this to indonesian?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
"I had a board years ago that looked like the photo on this page. it did not have a ""pop-o-magic dice roller""  so what is the seller selling???",Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
does the planchette slide smoothly on the board,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
does this actually work?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
What are the board dimensions? The boards are getting so much smaller these days.,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is it okay for a teen to use (I'm 15)?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
So do this actually work because i might buy one and do it with my friends,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
How does it taste?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
How do you dispose of it when you don't want it anymore?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is this a scam or does it work? :0,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
how mutch does shipping cost?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Does it work,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Is this a real board?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
where's it shipping from,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Can u play by yourself? Y do u need 2 people?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
If the felt comes off the guide can I return it? and if so how?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,0
Will this fit a mans head size 7 5/8 hat size?,Hot and Cold Therapy Gel Bead Facial Eye Mask by FOMI Care | Ice Mask for Migraine Headache Stress Relief | Reduces Eyes Puffiness Dark Circles | Fabric Back | Freezable Microwavable (Blue),http://ecx.images-amazon.com/images/I/51L-SI5L4uL.jpg,0
Yes i have a question amazon will you ever have a day where golden mario goes on a sale? like 42% or 47% your company can get lots of cash for that,Mario - Gold amiibo (Super Mario Bros Series),http://ecx.images-amazon.com/images/I/41-CoeXQdkL.jpg,0
How long does it take to get a response?  Its been more than a month since I put it in the mail and I haven't heard anything.,Vitagene DNA Test Kit: Personal Ancestry + Health Personal Genetic Reports,,0
what kind of sound will this give me in the distortion area?,Sovtek 12AX7LPS Vacuum Tube (Original Version),http://ecx.images-amazon.com/images/I/11l3peyw62L.jpg,0
The photo isn't very clear. Is there a place to attach a d ring on it to hang it in a tree?,Backpacker's Cache - Bear Proof Container,http://ecx.images-amazon.com/images/I/41oEs5OYr6L.jpg,0
is it blue though,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,0
Does it cut you,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,0
is it blue though,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,0
Is it real,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,0
If I purchase 10 of these will I still get free shipping?,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,0
is it yellow though??????,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,0
Size of the box? I need to know for shipping options,Disney Doc McStuffins All in One Baby Nursery Set,http://ecx.images-amazon.com/images/I/91cxk5WHM0L.jpg,0
Which stand is included in this purchase: the bronze or the black?,Vivere Double Hammock with Space Saving Steel Stand Oasis,http://ecx.images-amazon.com/images/I/81tSxCKrdDL.jpg,0
"I didn't see any storage ottomans but I love the 30"" distressed vegan leather ottoman. Does this come with storage?","30"" Distressed Vegan Leather Tufted Coffee Table Ottoman",http://ecx.images-amazon.com/images/I/61Q9R1+ubyL.jpg,0
"Will these magnets hold a blind 25"" wide x 68"" length?","Strong Magnets Neodymium Rare Earth: N52 Disc Super Permanent Metal Round 1.26""DX0.06""H Powerful Pull Force 12 Piece | Heavy Duty Fridge Door Garage Kitchen Science Craft Art Office Therapy",http://ecx.images-amazon.com/images/I/41CqL-RPTjL.jpg,0
Could puppies use it?  Trying to house break one now,QUXIANG Dog Bells for Potty Training Dog Bells for Door Potty Bells and Housebreaking Your Doggy,http://ecx.images-amazon.com/images/I/51vRzFgfcdL.jpg,0
What is the exact density of this mattress? Is it at least 9?,Sure2Sleep 10 inch Medium Firm or Plush Gel Memory Foam Mattress with Side Edge Support (Full)10 Year Warranty Made from CertiPUR-US Certified Foam,http://ecx.images-amazon.com/images/I/91smd7qUgHL.jpg,0
"This ad states ""Twin-Pack"".  Does it mean it comes 2 in a package?","Bax Scrubb Shower Pad ""Twin-Pack"" (pronounced Back Scrub)",http://ecx.images-amazon.com/images/I/31WgPcNoIfL.jpg,0
"Hi i'm 5'11"" 206 lbs with 34 waist. should i get a large or xl? tks...",YoungLA Gym Shorts for Men French Terry Cotton Workout Casual Athletic Basketball with Pockets 112,http://ecx.images-amazon.com/images/I/81luVQO4rjL.jpg,0
are the pockets deep? will i lose my cell/wallet seating in deep bucket seat?,YoungLA Gym Shorts for Men French Terry Cotton Workout Casual Athletic Basketball with Pockets 112,http://ecx.images-amazon.com/images/I/81luVQO4rjL.jpg,0
Do you sell these with only the punisher logo?  do you have plans for other logos? i love these tanks and hoodies but i cant wear the logo everyday,GZXISI Mens Skull Print Stringer Bodybuilding Gym Tank Tops Workout Fitness Vest,http://ecx.images-amazon.com/images/I/611TS0cX3+L.jpg,0
I purchased one of your chicken suits and need a paper invoice. My Order# 114-3001492-3022627,Rubie's Costume Co Adult Chicken Mascot,http://ecx.images-amazon.com/images/I/41lzhUgrEuL.jpg,0
What region code is the U.s version?,Grand Theft Auto V - PlayStation 3,http://ecx.images-amazon.com/images/I/916RmERQSGL.jpg,0
will this proform better than fallout 3. no freezing?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Steam has a bunch of preorder bonus content. if I preorder the PS4 version will I get that bonus content? trying to decide if I should swap to ps4,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Will the game include a physical poster of the perks chart? bethesda said to ask retailer if it includes it,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
So how does the download code work? Will I receive a code instantly to begin downloading the game prior to release or will I receive a code card?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Ok.. seriously all these great games coming out at once mg v mad max and this? decisions decisions!,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Thinking about buying this game. How bad are the glitches and crashes?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Will the PC version be like skyrim which was effectively a carrying case for a digital download code or will it actually contain 3-4 disks?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Hello the game has subtitles in spanish? i live in south america,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Is this region coded? As in can I play on a PS4 from a country other than US?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,0
Is it in its original box,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,0
Does it come in a benghazi edition ?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,0
how tall is this figure?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,0
Will I receive an email confirming my purchase or is that pre-deleted?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,0
Can you get it in Orange?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,0
are the parts movable,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,0
We have a store and are interested in a large quantity.  Please call the store ask for Mark 215-396-1418 or email at everydollarcounts@verizon.net. Th,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,0
The battery in the image says 4000mAh but the description says 3000mAh. Which is it? Will both work?,Mifine LED Headlamp 5000 Lumens Waterproof Flashlight 4 Modes Headlight with 18650 Rechargeable Batteries and Wall Charger for Outdoor Sports Like RunningCamping and Hiking,http://ecx.images-amazon.com/images/I/51bi++BLOAL.jpg,0
is this a wooden board?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
What do the hidden tally marks on the board mean?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
I have this small 1and half inch plastic with a small chip which got a ojoui  board on it half inch by 3/4 inch . What is it?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
can I use this by my self? or do two players have to move the planchette?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
Hi is that a wooden box with hinges? or picture on card board? is the actual board a board? or cardboard that folds up/out? The Planchette is made of,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
Does  it even work or is it a gag  gift,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
is this a wooden board?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
Is the winning moves classic ouija board game made by winning moves better than this one?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,0
How do you change the handles I already broke a drill bit tryna get the screw out,Ka-Bar 5706 Zombie Swabbie Fixed Blade Knife,http://ecx.images-amazon.com/images/I/31ec7ulx2+L.jpg,0
Is it semi automatic? Does it come with magazine? Could I get details on the rifle?,Crosman M4-177 Pneumatic Pump .177 Air Rifle,http://ecx.images-amazon.com/images/I/515hhw9ms4L.jpg,0
"What type ""coffee beans""?  Arabica Columbian Civet Kopi?",Death Wish Ground Coffee The World's Strongest Coffee Fair Trade and USDA Certified Organic 16 Ounce,http://ecx.images-amazon.com/images/I/517A89ZRNiL.jpg,0
I want ground coffee how do I order that instead of whole beans it doesn't give an option?,Death Wish Ground Coffee The World's Strongest Coffee Fair Trade and USDA Certified Organic 16 Ounce,http://ecx.images-amazon.com/images/I/517A89ZRNiL.jpg,0
Is it tomorrow?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
will this be able to play ether  wii u games or 3ds games?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Am I the first to question the Switch?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
What do the ports on the side of the console do?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Will Wii U pro controller be compatible?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
How much money will the system cost?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
How do I know if this is the neon or gray version?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Anyone else think that Nintendo will finally put gaming chat on their newest console?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Will one switch be able to swap between multiple docks?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Please give me this,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Hoping they announced wii u pro controllers on it? because i'm getting a procube controller soon.,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Do you think we will have a choice between the neon version or grey? I just preordered to make sure I get it on launch but wish I could choose neon.,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
I'm hoping to find Optimus prime I heard this was the closest option to a transformer. Is it true?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Its very interesting but i wonder were this leaves the 3ds handhelds?  will nintedo continue its handheld market?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
Is there approximate price of Nintendo Switch?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,0
can the blouson top be purchased with the swim skirt instead of the high waist bottoms?,Womens Plus Size Bandeau Blouson Tankini Swimsuit Set with Strap,http://ecx.images-amazon.com/images/I/61KQUnP3j3L.jpg,0
Is the juice organic?,Fellowship cupPrefilled communion cups juice/wafer-100 cups (net wt.1.62 lb) by BROADMAN CHURCH SUPPLIES,http://ecx.images-amazon.com/images/I/51WqrT2dAJL.jpg,0
do they have a gluten free version?,Fellowship cupPrefilled communion cups juice/wafer-100 cups (net wt.1.62 lb) by BROADMAN CHURCH SUPPLIES,http://ecx.images-amazon.com/images/I/51WqrT2dAJL.jpg,0
I baked a pizza on this griddle and used a pizza cutter to cut the pizza. Is it still safe to use the pan with those scratches on it?,Lodge 10.5 Inch Cast Iron Griddle. Pre-seasoned Round Cast Iron Pan Perfect for Pancakes Pizzas and Quesadillas.,http://ecx.images-amazon.com/images/I/71lb5I5fhyL.jpg,0
can you watch live news,Kodi 16.1 Fully Loaded Unlocked Streaming Media Player Platinum+ Package,http://ecx.images-amazon.com/images/I/61EdOAk6sPL.jpg,0
Can you communicate between the indoor units?,"MOUNTAINONE 7"" Video Door Phone Intercom Doorbell with 1pcs 1000TVL Outdoor Security CCTV Camera + 2pcs Indoor Monitor Home Security SY816A12",http://ecx.images-amazon.com/images/I/51yochpJmiL.jpg,0
Can this be hooked up to regular 150 -175 PSi Compressor?,The Orginal T-shirt Launcher - Micro Mini - Black,http://ecx.images-amazon.com/images/I/31F9a1-bl+L.jpg,0
I'm a 38-40DD will it cover enough?,Smiffys Women's Hawaiian Seashell Bra White One Size 20258,http://ecx.images-amazon.com/images/I/611OZsw2yDL.jpg,0
if i order it will it be before holloween,Smiffys Women's Hawaiian Seashell Bra White One Size 20258,http://ecx.images-amazon.com/images/I/611OZsw2yDL.jpg,0
When I turn off the car or the AC there is a loud clicking noise what could this be?,2010 Chevrolet Impala,,0
"What advantages does this ""tele-vision"" have over say.. a cinema? Which I could also afford.",Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Does it come with samsung stock options? I'll take it for 0.5% of the company if so,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Can I get this in ivory trim?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
How many of these to build a 360 degree set up?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Are the buttons on the remote easy enough for small children to operate or do you recommend I buy an inexpensive One for All remote to go with it?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Are the antenna the extendable kind? (I hope so coat hangers and tinfoil are so tacky!)  And will it pick up scrambled cable in particular boobies?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Is the $239 offer to have it professionally mounted a per minute or per TV rate? Do I get a bulk discount on mounting for buying more than 1?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Will this be available for subscribe and save soon? How much of a savings will I get?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Two questions: Does it come with wifi? Can I get prime shipping at checkout?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Is this investment EMP protected?  Do,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
I tried to charge this to my food stamps card and it was rejected i think because i'm not an illegal. Is there a workaround for this?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
I noticed batteries were included with the remote now are those Duracell or Energizer?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Does this tv have a sleep timer?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Does this TV also include the Theatre? or is tat also a seperate purchase along with the camera?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Could you connect several of them together to form a circle?  I'm interested in putting in a surround system.  Thanks!,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Is its thermal exhaust port (right below the main port) ray shielded?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
Going get this weekend this tv :),Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,0
