question,product_description,image_url,label
would i be able to contact my dad?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Can it help virg*n ret*rds figure out whether their mexican housemate is possessed?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
If I'm going to get a new job soon ?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
will demons possess me?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Will Demons Possess me bc i dont want to and im afraid to get it,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
How was it decided that the age limit started at 8 years old? Lmao,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Does it moves?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Are you all crazy?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
When i was playing my pet dog started to levitate and now every time i play my Pug won't come down from the ceiling? Is there any way to fix this?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Will someone please ask my uncle al how he and my dog pickett is doing? thank you!,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
can you contact with the dead?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
So the age minimum for summoning Satan is 8?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
"Does it answer for you? Cuz I've heard you gotta ""Pretend"" to move it. man if it moves by itself I will never be the same.",Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Will this help,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Can i demand a refund as i'm now possessed and in need of a catholic priest? i keep power puking green stuff and my bed will not stay on the ground!,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Is it really or a prank?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Would I look totally awesome with one of these at school,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Is this for english speaking spirits only? will they eventually release this in other languages such as spanish or chinese?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
It just killed my dog what do I do?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
It has not worked for me or my friend. Should I try it by myself if I think it is a hoax?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Can I summon a spirit and talk to them casually? I'm just interested in what goes on with ppl. tks,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
How can you tell the difference between a demon and a regular spirit?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Should I mess around with this stuff or hell no,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
I honestly don't know what this is. Lol. Is it dangerous?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
so if I get this game I wont be haunted........right?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Is this able to contact the spirits around us,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
why do we need 16 Playing Pegs with ouija board?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
My board started on fire while playing. Is this normal?,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
i bind and rebuke use of this board in the name of jesus. and no ? about it.,Winning Moves Games Classic Ouija,http://ecx.images-amazon.com/images/I/81kcYEG5CjL.jpg,1
Is this mask certified for wrestling by the luche libre association of qzehecoatl?,Hot and Cold Therapy Gel Bead Facial Eye Mask by FOMI Care | Ice Mask for Migraine Headache Stress Relief | Reduces Eyes Puffiness Dark Circles | Fabric Back | Freezable Microwavable (Blue),http://ecx.images-amazon.com/images/I/51L-SI5L4uL.jpg,1
How do you live with yourself?,Mario - Gold amiibo (Super Mario Bros Series),http://ecx.images-amazon.com/images/I/41-CoeXQdkL.jpg,1
Can you download your dna to use it with prometheus?,Vitagene DNA Test Kit: Personal Ancestry + Health Personal Genetic Reports,,1
Will this tube make girls like me more?,Sovtek 12AX7LPS Vacuum Tube (Original Version),http://ecx.images-amazon.com/images/I/11l3peyw62L.jpg,1
What if the bear has a screwdriver?,Backpacker's Cache - Bear Proof Container,http://ecx.images-amazon.com/images/I/41oEs5OYr6L.jpg,1
Will these wprk to power my time machine?,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,1
Can it be used as toilet paper?,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,1
Will this make me see through space and time?,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,1
can i use this as v bucks in fortnite  reeeeeeeeee?,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,1
Can I use these instead of dilithium crystals to power my starship?,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,1
can i use it as v bucks for fOrTnItE,Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,http://ecx.images-amazon.com/images/I/61nsIu9H17L.jpg,1
Does the doctor coat come with it?,Disney Doc McStuffins All in One Baby Nursery Set,http://ecx.images-amazon.com/images/I/91cxk5WHM0L.jpg,1
Does this hammock come witht the blonde thats in the picture?,Vivere Double Hammock with Space Saving Steel Stand Oasis,http://ecx.images-amazon.com/images/I/81tSxCKrdDL.jpg,1
Does your Vegan leather also do Crossfit?,"30"" Distressed Vegan Leather Tufted Coffee Table Ottoman",http://ecx.images-amazon.com/images/I/61Q9R1+ubyL.jpg,1
Will these magnets increase my sex appleal?,"Strong Magnets Neodymium Rare Earth: N52 Disc Super Permanent Metal Round 1.26""DX0.06""H Powerful Pull Force 12 Piece | Heavy Duty Fridge Door Garage Kitchen Science Craft Art Office Therapy",http://ecx.images-amazon.com/images/I/41CqL-RPTjL.jpg,1
Will you take my dog if he cant learn this?,QUXIANG Dog Bells for Potty Training Dog Bells for Door Potty Bells and Housebreaking Your Doggy,http://ecx.images-amazon.com/images/I/51vRzFgfcdL.jpg,1
Does the woman come with the bed!?,Sure2Sleep 10 inch Medium Firm or Plush Gel Memory Foam Mattress with Side Edge Support (Full)10 Year Warranty Made from CertiPUR-US Certified Foam,http://ecx.images-amazon.com/images/I/91smd7qUgHL.jpg,1
Are you sure the guy doesn't come with the product?,"Bax Scrubb Shower Pad ""Twin-Pack"" (pronounced Back Scrub)",http://ecx.images-amazon.com/images/I/31WgPcNoIfL.jpg,1
do they show the bulge or vpl?,YoungLA Gym Shorts for Men French Terry Cotton Workout Casual Athletic Basketball with Pockets 112,http://ecx.images-amazon.com/images/I/81luVQO4rjL.jpg,1
Will I be as fit as the guy in the picture with these shorts?,YoungLA Gym Shorts for Men French Terry Cotton Workout Casual Athletic Basketball with Pockets 112,http://ecx.images-amazon.com/images/I/81luVQO4rjL.jpg,1
how long do i have to wear before i look like the picture?,GZXISI Mens Skull Print Stringer Bodybuilding Gym Tank Tops Workout Fitness Vest,http://ecx.images-amazon.com/images/I/611TS0cX3+L.jpg,1
im attempting to become a chicken overlord. i want to have an army of chickens to rule the world. Will this help me earn the trust of other chickens?,Rubie's Costume Co Adult Chicken Mascot,http://ecx.images-amazon.com/images/I/41lzhUgrEuL.jpg,1
How many times does Trevor wake up in his underwear in this game?,Grand Theft Auto V - PlayStation 3,http://ecx.images-amazon.com/images/I/916RmERQSGL.jpg,1
When this game because my real life. Does that mean my current real life just become a game?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
Do you really have to play as a guy?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
If i get this game will my life end?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
Is it normal to be thrown into hysterics realizing this game comes out in less then a month?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
Will Todd Howard send me food and water seeing as how I'll never leave my room after getting this game?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
if I can eat food in Fallout do I need to eat food in real life?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
if my heart stops will this games awesomeness revive me?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
If you pick up everythingthen you can't move.There is no place to sellwhat do you pick upwhat do leave.,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
I have a p.o box if i pre-order this I'll get it in release day or after? also can I pay with bottle caps or just with us dollars?,Fallout 4 - PlayStation 4,http://ecx.images-amazon.com/images/I/51xTBvX3GPL.jpg,1
Are there matching bill and Monica dolls w/ limber poses?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,1
Where are the stripes?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,1
Im guessing soul sold separatly right?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,1
Does this come with hillary crying actually crying?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,1
If I buy it will it delete all my emails?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,1
What is her inmate number?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,1
Does this figure have fake poop come out it's mouth?,Real Life Political Action Figure Hillary Clinton,http://ecx.images-amazon.com/images/I/51l5U5xHzqL.jpg,1
With all the other inane questions here's mine. Can I eat a peanut butter &amp; jelly sandwich while wearing this?  What about other sammies?,Mifine LED Headlamp 5000 Lumens Waterproof Flashlight 4 Modes Headlight with 18650 Rechargeable Batteries and Wall Charger for Outdoor Sports Like RunningCamping and Hiking,http://ecx.images-amazon.com/images/I/51bi++BLOAL.jpg,1
if this is not for children under three could my four year old play it to talk to the ghosts in my hood?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
OUIJA  BORAD   HAVE  SPIRIT IN  IT,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
Does the board come with the spirit ?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
Will I become possessed and kill a lot of people?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
if this is not for children under three could my four year old play it to talk to the ghosts in my hood?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
Is this mystical device adequate to summon evil spirits whom I can direct to inflict harm upon ex-lovers and people of different ethnicities than me?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
Am I going to die using this? I am so scared right now I feel like defyed God  and I just bought it . It hasn't arrived but I feel like sending it back. Literally I feel huge negative wave of energy  and if I am scared do you think I should return it.,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
I was wondering if the board was wooden and the plache was glass?,Ouija Board Game,http://ecx.images-amazon.com/images/I/91HK3Q7zcfL.jpg,1
Has anybody killed a zombie with this knife yet?  If so is it an effective zombie clearing tool?,Ka-Bar 5706 Zombie Swabbie Fixed Blade Knife,http://ecx.images-amazon.com/images/I/31ec7ulx2+L.jpg,1
Can this kill Bugs Bunny?,Crosman M4-177 Pneumatic Pump .177 Air Rifle,http://ecx.images-amazon.com/images/I/515hhw9ms4L.jpg,1
does it slay dragons,Death Wish Ground Coffee The World's Strongest Coffee Fair Trade and USDA Certified Organic 16 Ounce,http://ecx.images-amazon.com/images/I/517A89ZRNiL.jpg,1
Can this get rid of my mother in law?,Death Wish Ground Coffee The World's Strongest Coffee Fair Trade and USDA Certified Organic 16 Ounce,http://ecx.images-amazon.com/images/I/517A89ZRNiL.jpg,1
Can i use this to hack into the matrix and save humanity?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Are you guys hype?!?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
This thing is sexy and fly as hell. Nintendo why you so gud to me?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Iiiifffffff mario go to space how he breathe? thank you,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
where/when can i sell my soul for one of these?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Can I trade one of my kidneys?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Can i play switch on a plane? in the train or in the rain? can i play it here and there with my short hair holding a bear?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Can I sell my soul to the devil to get it early?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
have you seen my wife?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
If Link and Zelda hated each other what will happen to Ganon?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
What if the princess wants to be with Bowser and Mario keeps kidnapping her?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
would mario beat sonic in a fight,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
If All you base are belong to us then why bring sausage to a knife fight?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Will the switch cure cancer?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Can my mom play?,Nintendo Switch - Gray Joy-Con,http://ecx.images-amazon.com/images/I/518QJtsVteL.jpg,1
Could you not find s plus size woman to fit into the giraffe print?,Womens Plus Size Bandeau Blouson Tankini Swimsuit Set with Strap,http://ecx.images-amazon.com/images/I/61KQUnP3j3L.jpg,1
Is the grapjuice at all the blood of christ? In looking for at least 10% christ,Fellowship cupPrefilled communion cups juice/wafer-100 cups (net wt.1.62 lb) by BROADMAN CHURCH SUPPLIES,http://ecx.images-amazon.com/images/I/51WqrT2dAJL.jpg,1
Am I going to hell if I eat like 10 of these at once?,Fellowship cupPrefilled communion cups juice/wafer-100 cups (net wt.1.62 lb) by BROADMAN CHURCH SUPPLIES,http://ecx.images-amazon.com/images/I/51WqrT2dAJL.jpg,1
Will someone wish me a merry christmas?,Lodge 10.5 Inch Cast Iron Griddle. Pre-seasoned Round Cast Iron Pan Perfect for Pancakes Pizzas and Quesadillas.,http://ecx.images-amazon.com/images/I/71lb5I5fhyL.jpg,1
Will i goto jail for buying this? Lol,Kodi 16.1 Fully Loaded Unlocked Streaming Media Player Platinum+ Package,http://ecx.images-amazon.com/images/I/61EdOAk6sPL.jpg,1
Does Emma Watson come to your house a lot?,"MOUNTAINONE 7"" Video Door Phone Intercom Doorbell with 1pcs 1000TVL Outdoor Security CCTV Camera + 2pcs Indoor Monitor Home Security SY816A12",http://ecx.images-amazon.com/images/I/51yochpJmiL.jpg,1
Will this launch a McDonald's cheeseburger?,The Orginal T-shirt Launcher - Micro Mini - Black,http://ecx.images-amazon.com/images/I/31F9a1-bl+L.jpg,1
Does the girl come with it?,Smiffys Women's Hawaiian Seashell Bra White One Size 20258,http://ecx.images-amazon.com/images/I/611OZsw2yDL.jpg,1
My boyfriend wants to know if he can hear the ocean with these? I don't get it :(,Smiffys Women's Hawaiian Seashell Bra White One Size 20258,http://ecx.images-amazon.com/images/I/611OZsw2yDL.jpg,1
Why is there a woodpecker in my dash board.,2010 Chevrolet Impala,,1
Is it a microwave?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
So do you get a live feed of area 51 with this TV?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
How many would it take to form a full tv circle so my buds & I can game like bosses from lazyboys in the musical chairs position? bulk discount?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Will this tv inform me of future events & crimes like the pre-cogs of minority report?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
why the duck is this priced,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Will the screen break if i breathe on it?like my samsung s4twice!,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Will I be able to see into the future?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
my dog has worms is the angle going to prevent him from properly scooting?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
What things would i need to sell in order to buy this tv? Like my virginity?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
When you un-box the TV - Has anyone had sweat shop workers crawl out of the TV bezel and ask to defect?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Should I join the cartels to be able to buy this TV?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Can I still get into heaven if I buy this?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Does this television resurrect dead actors?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Does this TV slide well on snow?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
Does it require any special glass cleaners?  My minions need to know,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
How rich are you people?,Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,http://ecx.images-amazon.com/images/I/619wnL5VmwL.jpg,1
